start;duration;pitch;velocity;instrument;string;fret;hammer;slides;harmonic;stroke
19.166666666666664;0.20833333333333331;69;95;guitar;1;5;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
19.375;0.20833333333333331;50;95;guitar;4;0;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
19.583333333333332;0.20833333333333331;60;95;guitar;3;5;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
19.791666666666664;0.20833333333333331;69;95;guitar;1;5;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
20.0;0.20833333333333331;54;95;guitar;4;4;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
20.208333333333332;0.20833333333333331;60;95;guitar;3;5;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
20.416666666666664;0.20833333333333331;69;95;guitar;1;5;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
20.625;0.20833333333333331;55;95;guitar;3;0;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
20.833333333333332;0.20833333333333331;59;95;guitar;2;0;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
21.041666666666664;0.20833333333333331;69;95;guitar;1;5;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
21.25;0.20833333333333331;50;95;guitar;4;0;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
21.458333333333332;0.20833333333333331;59;95;guitar;2;0;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
21.666666666666664;0.20833333333333331;69;95;guitar;1;5;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
21.875;0.625;67;95;guitar;1;3;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
21.875;0.625;59;95;guitar;2;0;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
21.875;0.625;55;95;guitar;3;0;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
22.5;0.20833333333333331;43;95;guitar;6;3;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
22.708333333333332;0.20833333333333331;59;95;guitar;2;0;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
22.916666666666664;0.20833333333333331;67;95;guitar;1;3;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
23.125;0.20833333333333331;47;95;guitar;5;2;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
23.333333333333332;0.20833333333333331;59;95;guitar;2;0;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
23.541666666666664;0.20833333333333331;67;95;guitar;1;3;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
23.75;0.20833333333333331;43;95;guitar;6;3;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
23.958333333333332;0.20833333333333331;59;95;guitar;2;0;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
24.166666666666664;0.20833333333333331;67;95;guitar;1;3;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
24.375;0.20833333333333331;48;95;guitar;5;3;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
24.583333333333332;0.20833333333333331;60;95;guitar;2;1;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
24.791666666666664;0.20833333333333331;64;95;guitar;1;0;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
25.0;0.20833333333333331;52;95;guitar;4;2;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
25.208333333333332;0.20833333333333331;60;95;guitar;2;1;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
25.416666666666664;0.20833333333333331;64;95;guitar;1;0;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
25.625;0.20833333333333331;48;95;guitar;5;3;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
25.833333333333332;0.20833333333333331;60;95;guitar;2;1;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
26.041666666666664;0.20833333333333331;64;95;guitar;1;0;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
26.25;0.20833333333333331;50;95;guitar;4;0;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
26.458333333333332;0.20833333333333331;60;95;guitar;2;1;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
26.666666666666664;0.20833333333333331;66;95;guitar;1;2;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
26.875;0.20833333333333331;57;95;guitar;3;2;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
27.083333333333332;0.20833333333333331;60;95;guitar;2;1;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
27.291666666666664;0.20833333333333331;66;95;guitar;1;2;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
27.5;0.20833333333333331;50;95;guitar;4;0;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
27.708333333333332;0.20833333333333331;60;95;guitar;2;1;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
27.916666666666664;0.20833333333333331;66;95;guitar;1;2;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
28.125;0.625;67;95;guitar;1;3;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
28.125;0.625;59;95;guitar;2;0;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
28.125;0.625;55;95;guitar;3;0;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
28.75;0.625;43;95;guitar;6;3;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
30.0;0.20833333333333331;52;95;guitar;4;2;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
30.208333333333332;0.20833333333333331;62;95;guitar;2;3;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
30.416666666666664;0.20833333333333331;68;95;guitar;1;4;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
30.625;0.20833333333333331;59;95;guitar;3;4;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
30.83333333333333;0.20833333333333331;62;95;guitar;2;3;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
31.041666666666664;0.20833333333333331;68;95;guitar;1;4;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
31.25;0.20833333333333331;52;95;guitar;4;2;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
31.45833333333333;0.20833333333333331;62;95;guitar;2;3;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
31.666666666666664;0.20833333333333331;68;95;guitar;1;4;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
31.875;0.20833333333333331;45;95;guitar;5;0;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
32.08333333333333;0.20833333333333331;60;95;guitar;3;5;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
32.291666666666664;0.20833333333333331;69;95;guitar;1;5;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
32.5;0.20833333333333331;48;95;guitar;5;3;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
32.70833333333333;0.20833333333333331;60;95;guitar;3;5;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
32.916666666666664;0.20833333333333331;69;95;guitar;1;5;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
33.125;0.20833333333333331;45;95;guitar;5;0;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
33.33333333333333;0.20833333333333331;60;95;guitar;3;5;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
33.541666666666664;0.20833333333333331;69;95;guitar;1;5;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
33.75;0.20833333333333331;50;95;guitar;4;0;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
33.95833333333333;0.20833333333333331;60;95;guitar;2;1;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
34.166666666666664;0.20833333333333331;66;95;guitar;1;2;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
34.375;0.20833333333333331;57;95;guitar;3;2;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
34.58333333333333;0.20833333333333331;60;95;guitar;2;1;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
34.791666666666664;0.20833333333333331;66;95;guitar;1;2;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
35.0;0.20833333333333331;50;95;guitar;4;0;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
35.20833333333333;0.20833333333333331;60;95;guitar;2;1;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
35.416666666666664;0.20833333333333331;66;95;guitar;1;2;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
35.625;0.20833333333333331;55;95;guitar;3;0;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
35.83333333333333;0.20833333333333331;59;95;guitar;2;0;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
36.041666666666664;0.20833333333333331;67;95;guitar;1;3;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
36.25;0.20833333333333331;50;95;guitar;4;0;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
36.45833333333333;0.20833333333333331;59;95;guitar;2;0;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
36.666666666666664;0.20833333333333331;67;95;guitar;1;3;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
36.875;0.20833333333333331;47;95;guitar;5;2;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
37.08333333333333;0.20833333333333331;59;95;guitar;2;0;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
37.291666666666664;0.20833333333333331;67;95;guitar;1;3;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
37.5;0.20833333333333331;43;95;guitar;6;3;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
37.70833333333333;0.20833333333333331;59;95;guitar;2;0;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
37.916666666666664;0.20833333333333331;67;95;guitar;1;3;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
38.125;0.20833333333333331;55;95;guitar;3;0;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
38.33333333333333;0.20833333333333331;59;95;guitar;2;0;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
38.541666666666664;0.20833333333333331;67;95;guitar;1;3;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
38.75;0.20833333333333331;53;95;guitar;4;3;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
38.95833333333333;0.20833333333333331;59;95;guitar;2;0;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
39.166666666666664;0.20833333333333331;67;95;guitar;1;3;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
39.375;0.20833333333333331;52;95;guitar;4;2;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
39.58333333333333;0.20833333333333331;60;95;guitar;2;1;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
39.791666666666664;0.20833333333333331;67;95;guitar;1;3;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
40.0;0.20833333333333331;55;95;guitar;3;0;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
40.20833333333333;0.20833333333333331;60;95;guitar;2;1;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
40.416666666666664;0.20833333333333331;67;95;guitar;1;3;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
40.625;0.20833333333333331;51;95;guitar;4;1;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
40.83333333333333;0.20833333333333331;61;95;guitar;2;2;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
41.041666666666664;0.20833333333333331;67;95;guitar;1;3;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
41.25;0.20833333333333331;50;95;guitar;4;0;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
41.45833333333333;0.20833333333333331;62;95;guitar;2;3;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
41.666666666666664;0.20833333333333331;67;95;guitar;1;3;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
41.875;0.20833333333333331;59;95;guitar;3;4;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
42.08333333333333;0.20833333333333331;62;95;guitar;2;3;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
42.291666666666664;0.20833333333333331;67;95;guitar;1;3;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
42.5;0.20833333333333331;57;95;guitar;3;2;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
42.70833333333333;0.20833333333333331;60;95;guitar;2;1;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
42.916666666666664;0.20833333333333331;66;95;guitar;1;2;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
43.125;0.20833333333333331;55;95;guitar;3;0;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
43.33333333333333;0.20833333333333331;59;95;guitar;2;0;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
43.541666666666664;0.20833333333333331;67;95;guitar;1;3;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
43.75;0.625;43;95;guitar;6;3;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
45.0;0.20833333333333331;52;95;guitar;4;2;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
45.20833333333333;0.20833333333333331;62;95;guitar;2;3;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
45.416666666666664;0.20833333333333331;68;95;guitar;1;4;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
45.625;0.20833333333333331;59;95;guitar;3;4;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
45.83333333333333;0.20833333333333331;62;95;guitar;2;3;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
46.041666666666664;0.20833333333333331;68;95;guitar;1;4;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
46.25;0.20833333333333331;52;95;guitar;4;2;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
46.45833333333333;0.20833333333333331;62;95;guitar;2;3;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
46.666666666666664;0.20833333333333331;68;95;guitar;1;4;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
46.875;0.20833333333333331;45;95;guitar;5;0;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
47.08333333333333;0.20833333333333331;60;95;guitar;3;5;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
47.291666666666664;0.20833333333333331;69;95;guitar;1;5;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
47.5;0.20833333333333331;48;95;guitar;5;3;False;[];;BeatStroke(direction=<BeatStrokeDirection.none: 0>, value=0)
